word	phonemes	number_letters	number_phonemes	freq_per_million
pasty	p.1.s.t.i	5	5	0.60784
payload	p.eI.l.oU.d	7	5	0.60784
persecute	p.36.s.I0.k.j.u.t	9	8	0.60784
recognizable	r0.E.k.5.g.n.aI.z.5.b.l	12	11	0.60784
reimburse	r0.i.j.I.m.b.36.s	9	8	0.60784
scour	s.k.aU.5	5	4	0.60784
snazzy	s.n.1.z.i	6	5	0.60784
splendidly	s.p.l.E.n.d.I.d.l.i	10	10	0.60784
unanimously	j.u.n.1.n.I0.m.5.s.l.i	11	11	0.60784
unfounded	V.n.f.aU.n.d.I0.d	9	8	0.60784
unsupervised	V.n.s.u.p.56.v.aI.z.d	12	10	0.60784
zeal	z.i.l	4	3	0.60784
bigot	b.I.g.5.t	5	5	0.60784
boyish	b.OI.I0.S	6	4	0.60784
busybody	b.I.z.I0.b.A.d.i	8	8	0.60784
cheekbones	tS.i.k.b.oU.n.z	10	7	0.60784
confidant	k.A.n.f.I.d.5.n.t	9	9	0.60784
copyright	k.A.p.I0.r0.aI.t	9	7	0.60784
disfigured	d.I0.s.f.I.g.5.d	10	8	0.60784
escalating	E.s.k.5.l.eI.t.I.N	10	9	0.60784
feasible	f.i.z.5.b.l	8	6	0.60784
heats	h.i.t.s	5	4	0.60784
intrepid	I.n.t.r0.E.p.I.d	8	8	0.60784
jargon	dZ.Ar.g.5.n	6	5	0.60784
lastly	l.1.s.t.l.i	6	6	0.60784
lib	l.I.b	3	3	0.60784
littlest	l.I.t.l.5.s.t	8	7	0.60784
malfunctioned	m.1.l.f.V.N.k.S.5.n.d	13	11	0.60784
murky	m.36.k.i	5	4	0.60784
notification	n.oU.t.I0.f.I0.k.eI.S.5.n	12	11	0.60784
outpatient	aU.t.p.eI.S.5.n.t	10	8	0.60784
pogo	p.oU.g.oU	4	4	0.60784
pulpit	p.V.l.p.I.t	6	6	0.60784
servicing	s.36.v.I0.s.I.N	9	7	0.60784
sideline	s.aI.d.l.aI.n	8	6	0.60784
statistic	s.t.5.t.I.s.t.I.k	9	9	0.60784
subordinate	s.V.b.or.d.I.n.5.t	11	9	0.60784
uncomplicated	V.n.k.A.m.p.l.I0.k.eI.t.I0.d	13	13	0.60784
vacuuming	v.1.k.j.u.m.I.N	9	8	0.60784
venison	v.E.n.I.s.5.n	7	7	0.60784
vicariously	v.I.k.Er.r0.I0.j.5.s.l.i	11	11	0.60784
backwater	b.1.k.w.O.t.56	9	7	0.60784
captures	k.1.p.tS.56.z	8	6	0.60784
castrate	k.1.s.t.r0.eI.t	8	7	0.60784
chokes	tS.oU.k.s	6	4	0.60784
chums	tS.V.m.z	5	4	0.60784
clamped	k.l.1.m.p.t	7	6	0.60784
clots	k.l.A.t.s	5	5	0.60784
collaborate	k.5.l.1.b.56.r0.eI.t	11	9	0.60784
derogatory	d.I0.r0.A.g.5.t.56.r0.i	10	10	0.60784
designate	d.E.z.I0.g.n.eI.t	9	8	0.60784
dicey	d.aI.s.i	5	4	0.60784
embraces	E.m.b.r0.eI.s.I0.z	8	8	0.60784
equator	I.k.w.eI.t.56	7	6	0.60784
fascists	f.1.S.I.s.t.s	8	7	0.60784
festering	f.E.s.t.56.r0.I.N	9	8	0.60784
gallantry	g.1.l.5.n.t.r0.i	9	8	0.60784
geographical	dZ.I.j.5.g.r0.1.f.I.k.l	12	11	0.60784
gliding	g.l.aI.d.I.N	7	6	0.60784
glutton	g.l.V.t.5.n	7	6	0.60784
gyp	dZ.I.p	3	3	0.60784
harvesting	h.Ar.v.I.s.t.I.N	10	8	0.60784
impervious	I.m.p.36.v.I0.j.5.s	10	9	0.60784
impregnated	I.m.p.r0.I0.g.n.eI.t.I0.d	11	11	0.60784
imprinted	I.m.p.r0.I.n.t.I0.d	9	9	0.60784
insipid	I.n.s.I.p.I.d	7	7	0.60784
instantaneous	I.n.s.t.5.n.t.eI.n.ir.s	13	11	0.60784
mailboxes	m.eI.l.b.A.k.s.I0.z	9	9	0.60784
obliterated	A.b.l.I.t.56.r0.eI.t.I0.d	11	11	0.60784
paraphernalia	p.1.r0.5.f.56.n.eI.l.ir	13	10	0.60784
saltwater	s.A.l.t.w.O.t.56	9	8	0.60784
scarves	s.k.Ar.v.z	7	5	0.60784
statesman	s.t.eI.t.s.m.5.n	9	8	0.60784
suppertime	s.V.p.56.t.aI.m	10	7	0.60784
tanned	t.1.n.d	6	4	0.60784
triggering	t.r0.I.g.56.r0.I.N	10	8	0.60784
ventures	v.E.n.tS.56.z	8	6	0.60784
whirlpool	w.36.l.p.u.l	9	6	0.60784
adversaries	1.d.v.56.s.56.r0.i.z	11	9	0.60784
bonbons	b.A.n.b.A.n.z	7	7	0.60784
cathouse	k.1.t.h.aU.s	8	6	0.60784
clamoring	k.l.1.m.56.r0.I.N	9	8	0.60784
cleanliness	k.l.E.n.l.I.n.5.s	11	9	0.60784
colonels	k.36.n.l.z	8	5	0.60784
compress	k.5.m.p.r0.E.s	8	7	0.60784
condiments	k.A.n.d.I.m.5.n.t.s	10	10	0.60784
croissants	k.w.A.s.A7.s	10	6	0.60784
curved	k.36.v.d	6	4	0.60784
discoloration	d.I0.s.k.A.l.56.r0.eI.S.5.n	13	12	0.60784
disprove	d.I0.s.p.r0.u.v	8	7	0.60784
faintly	f.eI.n.t.l.i	7	6	0.60784
feminists	f.E.m.I0.n.I.s.t.s	9	9	0.60784
hypnotize	h.I.p.n.5.t.aI.z	9	8	0.60784
lids	l.I.d.z	4	4	0.60784
lusty	l.V.s.t.i	5	5	0.60784
Magna	m.1.g.n.5	5	5	0.60784
obsess	A.b.s.E.s	6	5	0.60784
overlay	oU.v.56.l.eI	7	5	0.60784
proactive	p.r0.oU.1.k.t.I.v	9	8	0.60784
radish	r0.1.d.I.S	6	5	0.60784
reflective	r0.I0.f.l.E.k.t.I.v	10	9	0.60784
repentance	r0.I0.p.E.n.t.5.n.s	10	9	0.60784
scoreboard	s.k.or.b.or.d	10	6	0.60784
solicit	s.5.l.I.s.I0.t	7	7	0.60784
spastic	s.p.1.s.t.I.k	7	7	0.60784
swindled	s.w.I.n.d.l.d	8	7	0.60784
swoon	s.w.u.n	5	4	0.60784
vapor	v.eI.p.56	5	4	0.60784
cache	k.1.S	5	3	0.60784
chamomile	k.1.m.5.m.aI.l	9	7	0.60784
culturally	k.V.l.tS.56.r0.l.l.i	10	9	0.60784
cur	k.36	3	2	0.60784
customized	k.V.s.t.5.m.aI.z.d	10	9	0.60784
dingy	d.I.n.dZ.i	5	5	0.60784
fizz	f.I.z	4	3	0.60784
foes	f.oU.z	4	3	0.60784
hysterectomy	h.I.s.t.56.r0.E.k.t.5.m.i	12	12	0.60784
lobes	l.oU.b.z	5	4	0.60784
preliminaries	p.r0.I.l.I.m.I0.n.56.r0.i.z	13	12	0.60784
rages	r0.eI.dZ.I0.z	5	5	0.60784
rubdown	r0.V.b.d.aU.n	7	6	0.60784
sainted	s.eI.n.t.I0.d	7	6	0.60784
sirloin	s.36.l.OI.n	7	5	0.60784
stardom	s.t.Ar.d.5.m	7	6	0.60784
Thames	t.E.m.z	6	4	0.60784
undiscovered	V.n.d.I0.s.k.V.v.56.d	12	10	0.60784
vendors	v.E.n.d.56.z	7	6	0.60784
applicant	1.p.l.I.k.5.n.t	9	8	0.60784
bowled	b.oU.l.d	6	4	0.60784
emissions	I0.m.I.S.5.n.z	9	7	0.60784
Englishmen	I.N.g.l.I0.S.m.E.n	10	9	0.60784
fab	f.1.b	3	3	0.60784
handouts	h.1.n.d.aU.t.s	8	7	0.60784
inertia	I.n.36.S.5	7	5	0.60784
intrusive	I.n.t.r0.u.s.I.v	9	8	0.60784
marooned	m.1.r0.u.n.d	8	6	0.60784
mortician	m.or.t.I.S.5.n	9	7	0.60784
porker	p.or.k.56	6	4	0.60784
purify	p.j.U.r0.I0.f.aI	6	7	0.60784
ramble	r0.1.m.b.l	6	5	0.60784
reelection	r0.i.l.E.k.S.5.n	10	8	0.60784
renegotiate	r0.I0.n.I0.g.oU.S.I0.j.eI.t	11	11	0.60784
showcase	S.oU.k.eI.s	8	5	0.60784
timbers	t.I.m.b.56.z	7	6	0.60784
welded	w.E.l.d.I0.d	6	6	0.60784
barbecues	b.Ar.b.I0.k.j.u.z	9	8	0.60784
battleships	b.1.t.l.S.I.p.s	11	8	0.60784
boyhood	b.OI.h.U.d	7	5	0.60784
calamari	k.1.l.5.m.56.r0.i	8	8	0.60784
chambermaid	tS.eI.m.b.56.m.eI.d	11	8	0.60784
cleverest	k.l.E.v.56.r0.5.s.t	9	9	0.60784
downriver	d.aU.n.r0.I.v.56	9	7	0.60784
endangerment	E.n.d.eI.n.dZ.56.m.5.n.t	12	11	0.60784
fossils	f.A.s.l.z	7	5	0.60784
hummingbird	h.V.m.I0.N.b.36.d	11	8	0.60784
irrigate	I.r0.I0.g.eI.t	8	6	0.60784
lanterns	l.1.n.t.56.n.z	8	7	0.60784
Regency	r0.i.dZ.5.n.s.i	7	7	0.60784
seismic	s.aI.z.m.I.k	7	6	0.60784
showgirls	S.oU.g.36.l.z	9	6	0.60784
Sistine	s.I.s.t.i.n	7	6	0.60784
tapioca	t.1.p.I0.j.oU.k.5	7	8	0.60784
thudding	T.V.d.I.N	8	5	0.60784
wheelbarrow	w.i.l.b.1.r0.oU	11	7	0.60784
amino	5.m.i.n.oU	5	5	0.60784
authenticate	O.T.E.n.t.I0.k.eI.t	12	9	0.60784
catapult	k.1.t.5.p.V.l.t	8	8	0.60784
coupe	k.u.p	5	3	0.60784
deejay	d.i.dZ.eI	6	4	0.60784
grandstand	g.r0.1.n.d.s.t.1.n.d	10	10	0.60784
kazoo	k.1.z.u	5	4	0.60784
littering	l.I.t.56.r0.I.N	9	7	0.60784
manicurist	m.1.n.I0.k.j.U.r0.I.s.t	10	11	0.60784
parka	p.Ar.k.5	5	4	0.60784
simpleton	s.I.m.p.l.t.5.n	9	8	0.60784
squadrons	s.k.w.A.d.r0.5.n.z	9	9	0.60784
zodiac	z.oU.d.I0.j.1.k	6	7	0.60784
Blowfish	b.l.oU.f.I0.S	8	6	0.60784
canyons	k.1.n.I.j.5.n.z	7	8	0.60784
Danube	d.1.n.u.b	6	5	0.60784
Euro	j.Ur.r0.oU	4	4	0.60784
gat	g.1.t	3	3	0.60784
glaucoma	g.l.O.k.oU.m.5	8	7	0.60784
infomercial	I.n.f.oU.m.56.S.l	11	8	0.60784
kebab	k.5.b.1.b	5	5	0.60784
kilt	k.I.l.t	4	4	0.60784
lifeboats	l.aI.f.b.oU.t.s	9	7	0.60784
Lite	l.aI.t	4	3	0.60784
Oncology	A.n.k.A.l.5.dZ.i	8	8	0.60784
snorkel	s.n.or.k.l	7	5	0.60784
streaking	s.t.r0.i.k.I.N	9	7	0.60784
Technicolor	t.E.k.n.I0.k.A.l.56	11	9	0.60784
affidavits	1.f.I.d.eI.v.I.t.s	10	9	0.60784
Berets	b.I0.r0.eI.s	6	5	0.60784
caving	k.eI.v.I.N	6	5	0.60784
Coolidge	k.u.l.I.dZ	8	5	0.60784
falafel	f.1.l.eI.f.l	7	6	0.60784
forger	f.or.dZ.56	6	4	0.60784
lye	l.aI	3	2	0.60784
Mulberry	m.V.l.b.E.r0.i	8	7	0.60784
Oceanic	oU.S.I.j.1.n.I.k	7	8	0.60784
playoff	p.l.eI.O.f	7	5	0.60784
saffron	s.1.f.r0.A.n	7	6	0.60784
sunblock	s.V.n.b.l.A.k	8	7	0.60784
testicular	t.E.s.t.I.k.j.U.l.56	10	10	0.60784
Tubby	t.V.b.i	5	4	0.60784
Cardinals	k.Ar.d.I.n.l.z	9	7	0.60784
cherub	tS.E.r0.V.b	6	5	0.60784
desolation	d.E.s.5.l.eI.S.5.n	10	9	0.60784
giraffes	dZ.I0.r0.1.f.s	8	6	0.60784
mitigating	m.I.t.I0.g.eI.t.I.N	10	9	0.60784
squawks	s.k.w.O.k.s	7	6	0.60784
crocodiles	k.r0.A.k.5.d.aI.l.z	10	9	0.60784
destruct	d.I0.s.t.r0.V.k.t	8	8	0.60784
picker	p.I.k.56	6	4	0.60784
scalps	s.k.1.l.p.s	6	6	0.60784
Scud	s.k.V.d	4	4	0.60784
Seine	s.eI.n	5	3	0.60784
Stony	s.t.oU.n.i	5	5	0.60784
Earthlings	36.T.l.I.N.z	10	6	0.60784
macadamia	m.5.k.1.d.eI.m.ir	9	8	0.60784
Mongolian	m.A.N.g.oU.l.ir.n	9	8	0.60784
Nips	n.I.p.s	4	4	0.60784
Schnell	S.n.E.l	7	4	0.60784
vertebra	v.36.t.I.b.r0.5	8	7	0.60784
Gallup	g.1.l.V.p	6	5	0.60784
Chao	k.eI.oU	4	3	0.60784
resolute	r0.E.z.5.l.u.t	8	7	0.60784
stoolie	s.t.u.l.i	7	5	0.60784
submersible	s.5.b.m.36.s.5.b.l	11	9	0.60784
thru	T.r0.u	4	3	0.60784
Aramaic	1.r0.5.m.eI.I.k	7	7	0.60784
Dag	d.1.g	3	3	0.60784
distortions	d.I0.s.t.or.S.5.n.z	11	9	0.60784
koala	k.oU.A.l.5	5	5	0.60784
sarcophagus	s.Ar.k.A.f.5.g.5.s	11	9	0.60784
Ragtime	r0.1.g.t.aI.m	7	6	0.60784
Triumvirate	t.r0.aI.j.V.m.v.ir.r0.eI.t	11	11	0.60784
Antarctic	1.n.t.Ar.k.t.I.k	9	8	0.60784
Dobson	d.A.b.s.5.n	6	6	0.60784
mescaline	m.E.s.k.5.l.aI.n	9	8	0.60784
Xxx	E.k.s.E.k.s.E.k.s	3	9	0.60784
synergy	s.I.n.56.dZ.i	7	6	0.60784
Gillian	dZ.I.l.i.j.5.n	7	7	0.60784
Latham	l.1.T.1.m	6	5	0.60784
tipster	t.I.p.s.t.56	7	6	0.60784
snowboarders	s.n.oU.b.or.d.56.z	12	8	0.60784
Whiting	w.aI.t.I.N	7	5	0.60784
Carney	k.Ar.n.i	6	4	0.60784
Coventry	k.A.v.5.n.t.r0.i	8	8	0.60784
Dasher	d.1.S.56	6	4	0.60784
Alleluia	1.l.I0.l.u.j.5	8	7	0.60784
Furlong	f.36.l.A.N	7	5	0.60784
Greco	g.r0.i.k.oU	5	5	0.60784
Cates	k.eI.t.s	5	4	0.60784
pestle	p.E.s.l	6	4	0.60784
Cocoanut	k.A.k.oU.n.V.t	8	7	0.60784
Covey	k.oU.v.i	5	4	0.60784
Gora	g.or.r0.5	4	4	0.60784
Messer	m.E.s.56	6	4	0.60784
Rainier	r0.eI.n.I.j.56	7	6	0.60784
Kirsch	k.36.S	6	3	0.60784
bellyful	b.E.l.I.f.l	8	6	0.58824
compounds	k.A.m.p.aU.n.d.z	9	8	0.58824
coughed	k.O.f.d	7	4	0.58824
dismembered	d.I0.s.m.E.m.b.56.d	11	9	0.58824
grandmothers	g.r0.1.n.d.m.V.D.56.z	12	10	0.58824
lessen	l.E.s.5.n	6	5	0.58824
nauseating	n.O.s.I0.j.eI.t.I.N	10	9	0.58824
phases	f.eI.z.I0.z	6	5	0.58824
reciting	r0.I0.s.aI.t.I.N	8	7	0.58824
resembling	r0.I0.s.E.m.b.l.I.N	10	9	0.58824
severity	s.E.v.E.r0.I0.t.i	8	8	0.58824
smarty	s.m.Ar.t.i	6	5	0.58824
systematic	s.I.s.t.I0.m.1.t.I.k	10	10	0.58824
underestimating	V.n.d.56.r0.E.s.t.I0.m.eI.t.I.N	15	14	0.58824
wreak	r0.i.k	5	3	0.58824
alphabetically	1.l.f.5.b.E.t.I.k.l.i	14	11	0.58824
barged	b.Ar.dZ.d	6	4	0.58824
bragged	b.r0.1.g.d	7	5	0.58824
bribing	b.r0.aI.b.I.N	7	6	0.58824
choosy	tS.u.s.i	6	4	0.58824
dawdle	d.O.d.l	6	4	0.58824
detailing	d.i.t.eI.l.I.N	9	7	0.58824
extinguished	E.k.s.t.I.N.g.w.I0.S.t	12	11	0.58824
fiendish	f.i.n.d.I.S	8	6	0.58824
fistful	f.I.s.t.f.l	7	6	0.58824
forte	f.or.t.eI	5	4	0.58824
hogwash	h.A.g.w.A.S	7	6	0.58824
inherent	I.n.h.ir.r0.5.n.t	8	8	0.58824
loopholes	l.u.p.h.oU.l.z	9	7	0.58824
misinformed	m.I.s.I0.n.f.or.m.d	11	9	0.58824
mobilized	m.oU.b.5.l.aI.z.d	9	8	0.58824
orifice	O.r0.I.f.I0.s	7	6	0.58824
outrank	aU.t.r0.1.N.k	7	6	0.58824
pedestrians	p.E.d.E.s.t.r0.ir.n.z	11	10	0.58824
portrayed	p.or.t.r0.eI.d	9	6	0.58824
renovating	r0.I0.n.A.v.eI.t.I.N	10	9	0.58824
sensibilities	s.E.n.s.5.b.I.l.I0.t.i.z	13	12	0.58824
shebang	S.E.b.1.N	7	5	0.58824
spoonful	s.p.u.n.f.l	8	6	0.58824
strenuous	s.t.r0.E.n.j.u.5.s	9	9	0.58824
suburb	s.V.b.36.b	6	5	0.58824
tawdry	t.O.d.r0.i	6	5	0.58824
toughen	t.V.f.5.n	7	5	0.58824
transforming	t.r0.1.n.s.f.or.m.I.N	12	10	0.58824
ungodly	V.n.g.A.d.l.i	7	7	0.58824
unscheduled	V.n.s.k.E.dZ.u.l.d	11	9	0.58824
analytical	1.n.5.l.I.t.I.k.l	10	9	0.58824
ardent	Ar.d.5.n.t	6	5	0.58824
backdoor	b.1.k.d.or	8	5	0.58824
befall	b.I0.f.O.l	6	5	0.58824
benches	b.E.n.tS.I0.z	7	6	0.58824
bilateral	b.aI.l.1.t.56.r0.l	9	8	0.58824
browse	b.r0.aU.z	6	4	0.58824
buckles	b.V.k.l.z	7	5	0.58824
chews	tS.j.u.z	5	4	0.58824
clammy	k.l.1.m.i	6	5	0.58824
clarification	k.l.1.r0.I0.f.I0.k.eI.S.5.n	13	12	0.58824
clobber	k.l.A.b.56	7	5	0.58824
commuter	k.5.m.j.u.t.56	8	7	0.58824
decomposing	d.i.k.5.m.p.oU.z.I.N	11	10	0.58824
deem	d.i.m	4	3	0.58824
defeating	d.I0.f.i.t.I.N	9	7	0.58824
Deliverance	d.I0.l.I.v.56.r0.5.n.s	11	10	0.58824
dignify	d.I.g.n.I0.f.aI	7	7	0.58824
displaying	d.I0.s.p.l.eI.I.N	10	8	0.58824
dominating	d.A.m.I0.n.eI.t.I.N	10	9	0.58824
doozy	d.u.z.i	5	4	0.58824
easing	i.z.I.N	6	4	0.58824
experimentation	E.k.s.p.E.r0.I0.m.5.n.t.eI.S.5.n	15	15	0.58824
impertinence	I.m.p.36.t.I.n.5.n.s	12	10	0.58824
improperly	I.m.p.r0.A.p.56.l.i	10	9	0.58824
internationally	I.n.t.56.n.1.S.5.n.l.l.i	15	12	0.58824
lurks	l.36.k.s	5	4	0.58824
misfit	m.I.s.f.I.t	6	6	0.58824
mistreated	m.I0.s.t.r0.i.t.I0.d	10	9	0.58824
multiplying	m.V.l.t.I0.p.l.aI.I.N	11	10	0.58824
nervousness	n.36.v.5.s.n.5.s	11	8	0.58824
originality	56.r0.I.dZ.I0.n.1.l.I0.t.i	11	11	0.58824
pestilence	p.E.s.t.I.l.5.n.s	10	9	0.58824
preceded	p.r0.I.s.i.d.I0.d	8	8	0.58824
skids	s.k.I.d.z	5	5	0.58824
slugging	s.l.V.g.I.N	8	6	0.58824
squandered	s.k.w.A.n.d.56.d	10	8	0.58824
stabilizing	s.t.eI.b.5.l.aI.z.I.N	11	10	0.58824
stagger	s.t.1.g.56	7	5	0.58824
symmetrical	s.I.m.E.t.r0.I.k.l	11	9	0.58824
unbridled	V.n.b.r0.aI.d.l.d	9	8	0.58824
undignified	V.n.d.I.g.n.I0.f.aI.d	11	10	0.58824
uploading	V.p.l.oU.d.I.N	9	7	0.58824
veggie	v.E.g.i	6	4	0.58824
wasteful	w.eI.s.t.f.l	8	6	0.58824
affront	5.f.r0.V.n.t	7	6	0.58824
allure	5.l.Ur	6	3	0.58824
artiste	Ar.t.i.s.t	7	5	0.58824
availability	5.v.eI.l.5.b.I.l.I0.t.i	12	11	0.58824
avenues	1.v.5.n.j.u.z	7	7	0.58824
avert	5.v.36.t	5	4	0.58824
chipping	tS.I.p.I.N	8	5	0.58824
cleft	k.l.E.f.t	5	5	0.58824
coincidentally	k.oU.I.n.s.I0.d.E.n.t.l.l.i	14	13	0.58824
cutthroats	k.V.t.T.r0.oU.t.s	10	8	0.58824
defer	d.I0.f.36	5	4	0.58824
deposed	d.I0.p.oU.z.d	7	6	0.58824
digit	d.I.dZ.I.t	5	5	0.58824
discerning	d.I0.s.36.n.I.N	10	7	0.58824
distributing	d.I.s.t.r0.I0.b.j.u.t.I.N	12	12	0.58824
fiddlesticks	f.I.d.l.s.t.I.k.s	12	9	0.58824
gargle	g.Ar.g.l	6	4	0.58824
groundbreaking	g.r0.aU.n.d.b.r0.eI.k.I.N	14	11	0.58824
hideously	h.I.d.ir.s.l.i	9	7	0.58824
hokey	h.oU.k.i	5	4	0.58824
mane	m.eI.n	4	3	0.58824
mousetrap	m.aU.s.I0.t.r0.1.p	9	8	0.58824
nimble	n.I.m.b.l	6	5	0.58824
nuptials	n.V.p.S.l.z	8	6	0.58824
outwit	aU.t.w.I.t	6	5	0.58824
photographing	f.oU.t.5.g.r0.1.f.I.N	13	10	0.58824
sexes	s.E.k.s.I0.z	5	6	0.58824
shone	S.A.n	5	3	0.58824
shrimps	S.r0.I.m.p.s	7	6	0.58824
undertaken	V.n.d.56.t.eI.k.5.n	10	9	0.58824
vacuumed	v.1.k.j.u.m.d	8	7	0.58824
validity	v.1.l.I.d.I0.t.i	8	8	0.58824
yawns	j.O.n.z	5	4	0.58824
blinks	b.l.I.N.k.s	6	6	0.58824
chaste	tS.eI.s.t	6	4	0.58824
classrooms	k.l.1.s.r0.u.m.z	10	8	0.58824
diets	d.aI.5.t.s	5	5	0.58824
fess	f.E.s	4	3	0.58824
impediment	I.m.p.E.d.I.m.5.n.t	10	10	0.58824
incinerated	I.n.s.I.n.56.r0.eI.t.I0.d	11	11	0.58824
ineffective	I.n.I.f.E.k.t.I.v	11	9	0.58824
maybes	m.eI.b.i.z	6	5	0.58824
meathead	m.i.t.h.E.d	8	6	0.58824
molded	m.oU.l.d.I0.d	6	6	0.58824
moldy	m.oU.l.d.i	5	5	0.58824
naught	n.O.t	6	3	0.58824
overpower	oU.v.56.p.aU.56	9	6	0.58824
pessimistic	p.E.s.I0.m.I.s.t.I.k	11	10	0.58824
photogenic	f.oU.t.oU.dZ.E.n.I.k	10	9	0.58824
pregnancies	p.r0.E.g.n.5.n.s.I.z	11	10	0.58824
primer	p.r0.aI.m.56	6	5	0.58824
resuming	r0.I0.z.u.m.I.N	8	7	0.58824
scribbling	s.k.r0.I.b.l.I.N	10	8	0.58824
shipshape	S.I.p.S.eI.p	9	6	0.58824
shtick	E.s.eI.tS.t.I.k	6	7	0.58824
slogans	s.l.oU.g.5.n.z	7	7	0.58824
sniffling	s.n.I.f.l.I.N	9	7	0.58824
squander	s.k.w.A.n.d.56	8	7	0.58824
starlet	s.t.Ar.l.5.t	7	6	0.58824
toads	t.oU.d.z	5	4	0.58824
vamoose	v.1.m.u.s	7	5	0.58824
vineyards	v.I.n.j.56.d.z	9	7	0.58824
adoptive	5.d.A.p.t.I.v	8	7	0.58824
adoration	5.d.or.r0.eI.S.5.n	9	8	0.58824
applesauce	1.p.l.s.O.s	10	6	0.58824
baseman	b.eI.s.m.5.n	7	6	0.58824
blemish	b.l.E.m.I0.S	7	6	0.58824
buckled	b.V.k.l.d	7	5	0.58824
builders	b.I.l.d.56.z	8	6	0.58824
caboose	k.1.b.u.s	7	5	0.58824
childless	tS.aI.l.d.l.5.s	9	7	0.58824
coed	k.oU.E.d	4	4	0.58824
conquests	k.A.n.k.w.E.s.t.s	9	9	0.58824
consecrated	k.A.n.s.I0.k.r0.eI.t.I0.d	11	11	0.58824
dieting	d.aI.5.t.I.N	7	6	0.58824
dissent	d.I0.s.E.n.t	7	6	0.58824
fluorescent	f.l.u.56.r0.E.s.5.n.t	11	10	0.58824
foreseen	f.or.s.i.n	8	5	0.58824
hairball	h.Er.b.O.l	8	5	0.58824
hairless	h.Er.l.5.s	8	5	0.58824
jiggling	dZ.I.g.l.I.N	8	6	0.58824
Methodist	m.E.T.5.d.I.s.t	9	8	0.58824
microwaves	m.aI.k.r0.oU.w.eI.v.z	10	9	0.58824
obstruct	A.b.s.t.r0.V.k.t	8	8	0.58824
pragmatic	p.r0.1.g.m.1.t.I.k	9	9	0.58824
promiscuity	p.r0.A.m.I0.s.k.j.u.I.t.i	11	12	0.58824
quibble	k.w.I.b.l	7	5	0.58824
reassurance	r0.i.j.5.S.Ur.r0.5.n.s	11	10	0.58824
restart	r0.I0.s.t.Ar.t	7	6	0.58824
sawdust	s.O.d.V.s.t	7	6	0.58824
tolls	t.oU.l.z	5	4	0.58824
treasured	t.r0.E.Z.56.d	9	6	0.58824
turnover	t.36.n.oU.v.56	8	6	0.58824
twentieth	t.w.E.n.t.ir.T	9	7	0.58824
ventricle	v.E.n.t.r0.I.k.l	9	8	0.58824
amiable	eI.m.i.j.5.b.l	7	7	0.58824
balm	b.A.m	4	3	0.58824
basements	b.eI.s.m.5.n.t.s	9	8	0.58824
boogers	b.U.g.56.z	7	5	0.58824
clingy	k.l.I.N.i	6	5	0.58824
cutoff	k.V.t.A.f	6	5	0.58824
demonstrators	d.E.m.5.n.s.t.r0.eI.t.56.z	13	12	0.58824
duplicates	dZ.u.p.l.I0.k.eI.t.s	10	9	0.58824
economically	i.k.5.n.A.m.I.k.l.i	12	10	0.58824
granola	g.r0.1.n.oU.l.5	7	7	0.58824
lactose	l.1.k.t.oU.z	7	6	0.58824
Midsummer	m.I.d.s.V.m.56	9	7	0.58824
mobs	m.A.b.z	4	4	0.58824
mucus	m.j.u.k.5.s	5	6	0.58824
participant	p.Ar.t.I.s.I.p.5.n.t	11	10	0.58824
peddler	p.E.d.l.56	7	5	0.58824
perched	p.36.tS.t	7	4	0.58824
pitchers	p.I.tS.56.z	8	5	0.58824
revolutions	r0.E.v.5.l.u.S.5.n.z	11	10	0.58824
stepdaughter	s.t.E.p.d.O.t.56	12	8	0.58824
sternal	s.t.36.n.l	7	5	0.58824
sublet	s.V.b.l.5.t	6	6	0.58824
supplemental	s.V.p.l.I0.m.E.n.t.l	12	10	0.58824
trouper	t.r0.u.p.56	7	5	0.58824
twitchy	t.w.I.tS.i	7	5	0.58824
visor	v.aI.z.56	5	4	0.58824
wobble	w.A.b.l	6	4	0.58824
bloodline	b.l.V.d.l.aI.n	9	7	0.58824
chauvinist	S.oU.v.I0.n.I.s.t	10	8	0.58824
consoling	k.A.n.s.oU.l.I.N	9	8	0.58824
filmmakers	f.I.l.m.eI.k.56.z	10	8	0.58824
formulate	f.or.m.j.U.l.eI.t	9	8	0.58824
hypertension	h.aI.p.56.t.5.n.S.5.n	12	10	0.58824
linebacker	l.aI.n.b.1.k.56	10	7	0.58824
nesting	n.E.s.t.I.N	7	6	0.58824
rumbles	r0.V.m.b.l.z	7	6	0.58824
Tchaikovsky	t.i.tS.eI.k.A.v.s.k.i	11	10	0.58824
tractors	t.r0.1.k.t.56.z	8	7	0.58824
amphibious	1.m.f.I.b.I0.j.5.s	10	9	0.58824
bouquets	b.u.k.eI.s	8	5	0.58824
brightness	b.r0.aI.t.n.5.s	10	7	0.58824
catalogs	k.1.t.5.l.A.g.z	8	8	0.58824
denounced	d.I0.n.aU.n.s.t	9	7	0.58824
electrolytes	I.l.E.k.t.r0.5.l.aI.t.s	12	11	0.58824
entities	E.n.t.I0.t.i.z	8	7	0.58824
Everglades	E.v.56.g.l.eI.d.z	10	8	0.58824
gymnast	dZ.I.m.n.1.s.t	7	7	0.58824
lesion	l.i.Z.5.n	6	5	0.58824
magnify	m.1.g.n.I0.f.aI	7	7	0.58824
